,match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder
104756,442,1,Chennai Super Kings,Rajasthan Royals,13,1,SK Raina,M Vijay,KK Cooper,0,0,0,0,0,0,0,0,0,SK Raina,caught,SV Samson
104760,442,1,Chennai Super Kings,Rajasthan Royals,13,5,MS Dhoni,M Vijay,KK Cooper,0,0,0,0,0,0,0,0,0,MS Dhoni,caught,SR Watson
104788,442,1,Chennai Super Kings,Rajasthan Royals,18,2,RA Jadeja,M Vijay,SR Watson,0,0,0,0,0,0,0,0,0,M Vijay,run out,DH Yagnik
104823,442,2,Rajasthan Royals,Chennai Super Kings,4,1,AM Rahane,R Dravid,JO Holder,0,0,0,0,0,0,0,0,0,AM Rahane,caught,M Vijay
104832,442,2,Rajasthan Royals,Chennai Super Kings,5,4,SV Samson,R Dravid,MM Sharma,0,0,0,0,0,0,0,0,0,SV Samson,caught,MS Dhoni
104860,442,2,Rajasthan Royals,Chennai Super Kings,10,2,R Dravid,SR Watson,CH Morris,0,0,0,0,0,0,0,0,0,R Dravid,caught,MS Dhoni
104912,443,1,Delhi Daredevils,Kings XI Punjab,1,4,DPMD Jayawardene,V Sehwag,P Kumar,0,0,0,0,0,0,0,0,0,DPMD Jayawardene,caught,DJ Hussey
104929,443,1,Delhi Daredevils,Kings XI Punjab,4,2,RE van der Merwe,V Sehwag,P Awana,0,0,0,0,0,0,0,0,0,RE van der Merwe,caught,Mandeep Singh
104952,443,1,Delhi Daredevils,Kings XI Punjab,7,7,V Sehwag,DA Warner,Harmeet Singh,0,0,0,0,0,0,0,0,0,V Sehwag,caught,Mandeep Singh
104991,443,1,Delhi Daredevils,Kings XI Punjab,14,3,MC Juneja,DA Warner,Harmeet Singh,0,0,0,0,0,0,0,0,0,MC Juneja,caught,P Awana
104994,443,1,Delhi Daredevils,Kings XI Punjab,14,6,KM Jadhav,DA Warner,Harmeet Singh,0,0,0,0,0,0,0,0,0,KM Jadhav,caught,Mandeep Singh
104999,443,1,Delhi Daredevils,Kings XI Punjab,15,4,J Botha,DA Warner,BA Bhatt,0,0,0,0,0,0,0,0,0,J Botha,caught,DA Miller
105034,443,2,Kings XI Punjab,Delhi Daredevils,1,3,AC Gilchrist,Mandeep Singh,IK Pathan,0,0,0,0,0,0,0,0,0,AC Gilchrist,caught,J Botha
105061,443,2,Kings XI Punjab,Delhi Daredevils,5,5,DA Miller,Mandeep Singh,RE van der Merwe,0,0,0,0,0,0,0,0,0,Mandeep Singh,run out,DA Warner
105127,443,2,Kings XI Punjab,Delhi Daredevils,16,5,DJ Hussey,DA Miller,A Nehra,0,0,0,0,0,0,0,0,0,DJ Hussey,caught,J Botha
105160,444,1,Sunrisers Hyderabad,Mumbai Indians,4,5,PA Patel,S Dhawan,SL Malinga,0,0,0,0,0,0,0,0,0,PA Patel,caught,AT Rayudu
105216,444,1,Sunrisers Hyderabad,Mumbai Indians,13,5,S Dhawan,GH Vihari,MG Johnson,0,0,0,0,0,0,0,0,0,S Dhawan,caught,KD Karthik
105250,444,1,Sunrisers Hyderabad,Mumbai Indians,19,3,GH Vihari,CL White,SL Malinga,0,0,0,0,0,0,0,0,0,GH Vihari,caught,MG Johnson
105336,444,2,Mumbai Indians,Sunrisers Hyderabad,12,6,KD Karthik,RG Sharma,KV Sharma,0,0,0,0,0,0,0,0,0,KD Karthik,caught,CL White
105344,444,2,Mumbai Indians,Sunrisers Hyderabad,14,2,AT Rayudu,RG Sharma,KV Sharma,0,0,0,0,0,0,0,0,0,AT Rayudu,stumped,PA Patel
105500,445,1,Pune Warriors,Kolkata Knight Riders,20,3,MK Pandey,Yuvraj Singh,JH Kallis,0,0,0,0,0,0,0,0,0,MK Pandey,run out,MS Bisla
105503,445,1,Pune Warriors,Kolkata Knight Riders,20,6,Yuvraj Singh,LJ Wright,JH Kallis,0,0,0,0,0,0,0,0,0,Yuvraj Singh,caught,RN ten Doeschate
105534,445,2,Kolkata Knight Riders,Pune Warriors,5,4,G Gambhir,YK Pathan,IC Pandey,0,0,0,0,0,0,0,0,0,G Gambhir,caught,Yuvraj Singh
105601,445,2,Kolkata Knight Riders,Pune Warriors,16,5,RN ten Doeschate,YK Pathan,RV Gomez,0,0,0,0,0,0,0,0,0,RN ten Doeschate,run out,AG Murtaza
105604,445,2,Kolkata Knight Riders,Pune Warriors,17,2,MK Tiwary,YK Pathan,B Kumar,0,0,0,0,0,0,0,0,0,MK Tiwary,caught,MK Pandey
105624,445,2,Kolkata Knight Riders,Pune Warriors,20,4,R Bhatia,DB Das,AD Mathews,0,0,0,0,0,0,1,0,1,R Bhatia,run out,LJ Wright
105672,446,1,Chennai Super Kings,Delhi Daredevils,8,2,MEK Hussey,M Vijay,A Nehra,0,0,0,0,0,0,0,0,0,M Vijay,run out,BJ Rohrer
105685,446,1,Chennai Super Kings,Delhi Daredevils,10,2,MEK Hussey,SK Raina,UT Yadav,0,0,0,0,0,0,0,0,0,MEK Hussey,caught,V Sehwag
105693,446,1,Chennai Super Kings,Delhi Daredevils,11,4,SK Raina,MS Dhoni,RE van der Merwe,0,0,0,0,0,0,0,0,0,SK Raina,caught,DA Warner
105752,446,2,Delhi Daredevils,Chennai Super Kings,1,2,V Sehwag,UBT Chand,MM Sharma,0,0,0,0,0,0,0,0,0,V Sehwag,caught,MS Dhoni
105779,446,2,Delhi Daredevils,Chennai Super Kings,5,4,UBT Chand,J Botha,MM Sharma,0,0,0,0,0,0,0,0,0,UBT Chand,caught,JO Holder
105790,446,2,Delhi Daredevils,Chennai Super Kings,7,3,J Botha,DA Warner,R Ashwin,0,0,0,0,0,0,0,0,0,J Botha,caught,JO Holder
105800,446,2,Delhi Daredevils,Chennai Super Kings,8,6,KM Jadhav,DA Warner,JA Morkel,0,0,0,0,0,0,0,0,0,KM Jadhav,caught,MS Dhoni
105810,446,2,Delhi Daredevils,Chennai Super Kings,10,4,BJ Rohrer,DA Warner,JA Morkel,0,0,0,0,0,0,0,0,0,BJ Rohrer,caught,R Ashwin
105842,446,2,Delhi Daredevils,Chennai Super Kings,15,5,RE van der Merwe,DA Warner,R Ashwin,0,0,0,0,0,0,0,0,0,RE van der Merwe,caught,SK Raina
105853,446,2,Delhi Daredevils,Chennai Super Kings,17,4,DA Warner,IK Pathan,JA Morkel,0,0,0,0,0,0,0,0,0,DA Warner,caught,M Vijay
105861,446,2,Delhi Daredevils,Chennai Super Kings,18,5,A Nehra,UT Yadav,DJ Bravo,0,0,0,0,0,0,0,0,0,A Nehra,caught,MS Dhoni
105947,447,1,Mumbai Indians,Rajasthan Royals,12,5,KD Karthik,AP Tare,PV Tambe,0,0,0,0,0,0,0,0,0,KD Karthik,caught,SV Samson
105952,447,1,Mumbai Indians,Rajasthan Royals,13,4,AP Tare,RG Sharma,KK Cooper,0,0,0,0,0,0,0,0,0,AP Tare,caught,SR Watson
105972,447,1,Mumbai Indians,Rajasthan Royals,16,6,RG Sharma,KA Pollard,JP Faulkner,0,0,0,0,0,0,0,0,0,RG Sharma,caught,SR Watson
105978,447,1,Mumbai Indians,Rajasthan Royals,17,5,KA Pollard,AT Rayudu,KK Cooper,0,0,0,0,0,0,0,0,0,KA Pollard,run out,KK Cooper
105985,447,1,Mumbai Indians,Rajasthan Royals,18,5,AT Rayudu,Harbhajan Singh,SR Watson,0,0,0,0,0,0,0,0,0,AT Rayudu,caught,SV Samson
105995,447,1,Mumbai Indians,Rajasthan Royals,20,3,MG Johnson,Harbhajan Singh,JP Faulkner,0,0,0,0,0,0,0,0,0,MG Johnson,caught,BJ Hodge
105998,447,1,Mumbai Indians,Rajasthan Royals,20,6,Harbhajan Singh,SL Malinga,JP Faulkner,0,0,0,0,0,0,1,0,1,SL Malinga,run out,SR Watson
106004,447,2,Rajasthan Royals,Mumbai Indians,1,6,R Dravid,AM Rahane,MG Johnson,0,0,0,0,0,0,0,0,0,R Dravid,caught,KD Karthik
106021,447,2,Rajasthan Royals,Mumbai Indians,4,4,JP Faulkner,AM Rahane,DS Kulkarni,0,0,0,0,0,0,0,0,0,JP Faulkner,caught,GJ Maxwell
106027,447,2,Rajasthan Royals,Mumbai Indians,5,4,SV Samson,AM Rahane,MG Johnson,0,0,0,0,0,0,0,0,0,SV Samson,caught,PP Ojha
106033,447,2,Rajasthan Royals,Mumbai Indians,6,4,AM Rahane,SR Watson,DS Kulkarni,0,0,0,0,0,0,0,0,0,AM Rahane,caught,SL Malinga
106056,447,2,Rajasthan Royals,Mumbai Indians,10,1,SR Watson,STR Binny,PP Ojha,0,0,0,0,0,0,0,0,0,SR Watson,caught,KA Pollard
106228,448,1,Royal Challengers Bangalore,Kings XI Punjab,17,6,V Kohli,AB de Villiers,P Awana,0,0,0,0,0,0,0,0,0,V Kohli,caught,SE Marsh
106262,448,2,Kings XI Punjab,Royal Challengers Bangalore,3,3,SE Marsh,Mandeep Singh,R Rampaul,0,0,0,0,0,0,0,0,0,SE Marsh,caught,AB de Villiers
106274,448,2,Kings XI Punjab,Royal Challengers Bangalore,5,2,Mandeep Singh,Gurkeerat Singh,R Vinay Kumar,0,0,0,0,0,0,0,0,0,Mandeep Singh,caught,KB Arun Karthik
106307,448,2,Kings XI Punjab,Royal Challengers Bangalore,10,5,DJ Hussey,DA Miller,M Kartik,0,0,0,0,0,0,0,0,0,DJ Hussey,caught,MC Henriques
106372,449,1,Sunrisers Hyderabad,Rajasthan Royals,2,6,S Dhawan,GH Vihari,JP Faulkner,0,0,0,0,0,0,0,0,0,S Dhawan,caught,AM Rahane
106376,449,1,Sunrisers Hyderabad,Rajasthan Royals,3,4,CL White,GH Vihari,SR Watson,0,0,0,0,0,0,0,0,0,CL White,caught,SK Trivedi
106425,449,1,Sunrisers Hyderabad,Rajasthan Royals,11,3,GH Vihari,BB Samantray,SK Trivedi,0,0,0,0,0,0,0,0,0,GH Vihari,caught,Sachin Baby
106461,449,1,Sunrisers Hyderabad,Rajasthan Royals,17,2,DJG Sammy,BB Samantray,JP Faulkner,0,0,0,0,0,0,0,0,0,DJG Sammy,caught,BJ Hodge
106474,449,1,Sunrisers Hyderabad,Rajasthan Royals,19,3,BB Samantray,NLTC Perera,JP Faulkner,0,0,0,0,0,0,0,0,0,BB Samantray,caught,KK Cooper
106483,449,1,Sunrisers Hyderabad,Rajasthan Royals,20,5,KV Sharma,NLTC Perera,KK Cooper,0,0,0,0,0,0,2,0,2,KV Sharma,run out,STR Binny
106484,449,1,Sunrisers Hyderabad,Rajasthan Royals,20,6,NLTC Perera,A Mishra,KK Cooper,0,0,0,0,0,0,0,0,0,A Mishra,run out,KK Cooper
106529,449,2,Rajasthan Royals,Sunrisers Hyderabad,8,3,R Dravid,AM Rahane,A Mishra,0,0,0,0,0,0,0,0,0,R Dravid,run out,CL White
106536,449,2,Rajasthan Royals,Sunrisers Hyderabad,9,4,AM Rahane,SR Watson,KV Sharma,0,0,0,0,0,0,0,0,0,AM Rahane,caught,S Dhawan
106555,449,2,Rajasthan Royals,Sunrisers Hyderabad,12,5,SV Samson,SR Watson,A Mishra,0,0,0,0,0,0,0,0,0,SV Samson,caught,DW Steyn
106566,449,2,Rajasthan Royals,Sunrisers Hyderabad,14,3,SR Watson,STR Binny,NLTC Perera,0,0,0,0,0,0,0,0,0,SR Watson,caught,DJG Sammy
106584,449,2,Rajasthan Royals,Sunrisers Hyderabad,17,3,JP Faulkner,BJ Hodge,KV Sharma,0,0,0,0,0,0,0,0,0,JP Faulkner,caught,NLTC Perera
106603,449,2,Rajasthan Royals,Sunrisers Hyderabad,20,4,KK Cooper,PV Tambe,DW Steyn,0,0,0,0,0,0,0,0,0,KK Cooper,caught,BB Samantray
106615,450,1,Kings XI Punjab,Mumbai Indians,2,4,Mandeep Singh,AC Gilchrist,R Dhawan,0,0,0,0,0,0,0,0,0,Mandeep Singh,caught,KA Pollard
106723,450,1,Kings XI Punjab,Mumbai Indians,19,6,DA Miller,M Vohra,KA Pollard,0,0,0,0,0,0,0,0,0,DA Miller,caught,NM Coulter-Nile
106728,450,1,Kings XI Punjab,Mumbai Indians,20,5,PP Chawla,M Vohra,SL Malinga,0,0,0,0,0,0,1,0,1,PP Chawla,run out,GJ Maxwell
106732,450,2,Mumbai Indians,Kings XI Punjab,1,3,GJ Maxwell,AP Tare,P Kumar,0,0,0,0,0,0,0,0,0,GJ Maxwell,caught,M Vohra
106782,450,2,Mumbai Indians,Kings XI Punjab,9,4,AT Rayudu,RG Sharma,P Awana,0,0,0,0,0,0,0,0,0,AT Rayudu,caught,AC Gilchrist
106828,450,2,Mumbai Indians,Kings XI Punjab,16,7,KA Pollard,R Dhawan,Sandeep Sharma,0,0,0,0,0,0,0,0,0,KA Pollard,caught,DA Miller
106847,450,2,Mumbai Indians,Kings XI Punjab,20,1,Harbhajan Singh,SL Malinga,AC Gilchrist,0,0,0,0,0,0,0,0,0,Harbhajan Singh,caught,Gurkeerat Singh
106879,451,1,Pune Warriors,Delhi Daredevils,6,2,RV Uthappa,AJ Finch,UT Yadav,0,0,0,0,0,0,0,0,0,RV Uthappa,caught,DA Warner
106920,451,1,Pune Warriors,Delhi Daredevils,12,6,AJ Finch,Yuvraj Singh,S Kaul,0,0,0,0,0,0,0,0,0,AJ Finch,caught,V Sehwag
106929,451,1,Pune Warriors,Delhi Daredevils,14,3,Yuvraj Singh,AD Mathews,IK Pathan,0,0,0,0,0,0,0,0,0,Yuvraj Singh,caught,V Sehwag
106968,451,1,Pune Warriors,Delhi Daredevils,20,4,LJ Wright,AD Mathews,S Kaul,0,0,0,0,0,0,0,0,0,LJ Wright,caught,V Sehwag
106985,451,2,Delhi Daredevils,Pune Warriors,3,1,DA Warner,DPMD Jayawardene,WD Parnell,0,0,0,0,0,0,0,0,0,DA Warner,caught,RV Uthappa
107003,451,2,Delhi Daredevils,Pune Warriors,5,6,DPMD Jayawardene,B Chipli,AG Murtaza,0,0,0,0,0,0,0,0,0,DPMD Jayawardene,caught,LJ Wright
107018,451,2,Delhi Daredevils,Pune Warriors,8,2,V Sehwag,B Chipli,AG Murtaza,0,0,0,0,0,0,0,0,0,V Sehwag,caught,RV Gomez
107077,451,2,Delhi Daredevils,Pune Warriors,17,4,CM Gautam,IK Pathan,AD Mathews,0,0,0,0,0,0,0,0,0,CM Gautam,caught,RV Gomez
107079,451,2,Delhi Daredevils,Pune Warriors,17,6,M Morkel,IK Pathan,AD Mathews,0,0,0,0,0,0,0,0,0,M Morkel,caught,WD Parnell
107088,451,2,Delhi Daredevils,Pune Warriors,19,3,IK Pathan,UT Yadav,AD Mathews,0,0,0,0,0,0,0,0,0,IK Pathan,caught,MK Pandey
107096,451,2,Delhi Daredevils,Pune Warriors,20,5,S Nadeem,UT Yadav,AB Dinda,0,0,0,0,0,0,0,0,0,S Nadeem,caught,AD Mathews
107130,452,1,Royal Challengers Bangalore,Chennai Super Kings,6,2,CH Gayle,V Kohli,DJ Bravo,0,0,0,0,0,0,0,0,0,CH Gayle,caught,MEK Hussey
107135,452,1,Royal Challengers Bangalore,Chennai Super Kings,7,1,AB de Villiers,V Kohli,MM Sharma,0,0,0,0,0,0,0,0,0,AB de Villiers,caught,RA Jadeja
107156,452,2,Chennai Super Kings,Royal Challengers Bangalore,2,3,MEK Hussey,M Vijay,Z Khan,0,0,0,0,0,0,0,0,0,MEK Hussey,caught,KL Rahul
107157,452,2,Chennai Super Kings,Royal Challengers Bangalore,2,4,SK Raina,M Vijay,Z Khan,0,0,0,0,0,0,0,0,0,SK Raina,caught,R Vinay Kumar
107172,452,2,Chennai Super Kings,Royal Challengers Bangalore,4,6,DJ Bravo,M Vijay,R Vinay Kumar,0,0,0,0,0,0,0,0,0,DJ Bravo,caught,SS Tiwary
107185,452,2,Chennai Super Kings,Royal Challengers Bangalore,7,1,M Vijay,MS Dhoni,R Rampaul,0,0,0,0,0,0,0,0,0,M Vijay,caught,CH Gayle
107195,452,2,Chennai Super Kings,Royal Challengers Bangalore,8,4,MS Dhoni,RA Jadeja,Z Khan,0,0,0,0,0,0,0,0,0,MS Dhoni,caught,JD Unadkat
107225,453,1,Kolkata Knight Riders,Sunrisers Hyderabad,5,3,MS Bisla,G Gambhir,NLTC Perera,0,0,0,0,0,0,0,0,0,MS Bisla,caught,CL White
107243,453,1,Kolkata Knight Riders,Sunrisers Hyderabad,8,1,G Gambhir,JH Kallis,A Mishra,0,0,0,0,0,0,0,0,0,G Gambhir,run out,BB Samantray
107291,453,1,Kolkata Knight Riders,Sunrisers Hyderabad,16,1,JH Kallis,YK Pathan,DW Steyn,0,0,0,0,0,0,0,0,0,JH Kallis,caught,S Dhawan
107309,453,1,Kolkata Knight Riders,Sunrisers Hyderabad,19,1,P Dogra,YK Pathan,DW Steyn,0,0,0,0,0,0,0,0,0,P Dogra,caught,NLTC Perera
107315,453,1,Kolkata Knight Riders,Sunrisers Hyderabad,20,1,SP Narine,YK Pathan,Anand Rajan,0,0,0,0,0,0,0,0,0,SP Narine,caught,NLTC Perera
107409,453,2,Sunrisers Hyderabad,Kolkata Knight Riders,15,2,CL White,GH Vihari,SP Narine,0,0,0,0,0,0,0,0,0,CL White,run out,EJG Morgan
107417,453,2,Sunrisers Hyderabad,Kolkata Knight Riders,16,3,GH Vihari,NLTC Perera,Iqbal Abdulla,0,0,0,0,0,0,0,0,0,GH Vihari,caught,P Dogra
107481,454,1,Chennai Super Kings,Mumbai Indians,8,2,M Vijay,MEK Hussey,KA Pollard,0,0,0,0,0,0,0,0,0,M Vijay,caught,DR Smith
107567,454,2,Mumbai Indians,Chennai Super Kings,2,4,AP Tare,DR Smith,JA Morkel,0,0,0,0,0,0,0,0,0,AP Tare,caught,M Vijay
107608,454,2,Mumbai Indians,Chennai Super Kings,9,2,DR Smith,KD Karthik,RA Jadeja,0,0,0,0,0,0,0,0,0,DR Smith,caught,SK Raina
107630,454,2,Mumbai Indians,Chennai Super Kings,12,6,RG Sharma,KA Pollard,CH Morris,0,0,0,0,0,0,0,0,0,RG Sharma,caught,DJ Bravo
107647,454,2,Mumbai Indians,Chennai Super Kings,15,5,KA Pollard,AT Rayudu,RA Jadeja,0,0,0,0,0,0,0,0,0,KA Pollard,caught,MEK Hussey
